id_transaccion,id_tarjeta,id_comercio,fecha_transaccion,monto,puntos,canal,provincia
TRX0033325,TAR009609,COM00291,2025-08-31 03:06:13,65151.95,73,ATM,Alajuela
TRX0016243,TAR004984,COM01247,2025-10-15 00:51:48,395660.43,377,WEB,Alajuela
TRX0026049,TAR007490,COM01417,2026-01-21 14:23:17,232983.72,241,WEB,Guanacaste
TRX0017794,TAR007231,COM01484,2024-07-07 12:14:14,109182.96,117,POS,Guanacaste
TRX0034233,TAR000824,COM00977,2025-07-09 15:18:15,140892.15,157,POS,Guanacaste
TRX0007170,TAR001675,COM00687,2025-02-09 19:35:21,331646.35,335,WEB,Guanacaste
TRX0003972,TAR004558,COM01137,2025-04-26 23:15:57,138976.91,114,APP,Cartgago
TRX0033556,TAR007115,COM01105,2026-04-26 18:27:26,382384.11,394,POS,Cartago
TRX0011074,TAR006795,COM01495,2026-04-02 04:32:30,364396.43,301,APP,Alajuela
TRX0045078,TAR000539,COM01351,2025-10-01 20:42:37,36509.74,37,WEB,Guanacaste
TRX0022726,TAR001958,COM00963,2026-05-22 15:36:12,141710.89,117,POS,Guanacaste
TRX0041683,TAR008337,COM01414,2025-10-15 21:01:59,317621.46,334,POS,Guanacaste
TRX0001730,TAR008623,COM00657,2025-03-27 06:36:32,15146.63,14,WEB,Limón
TRX0045801,TAR003286,COM01244,2026-02-18 08:09:22,62778.57,56,POS,Guanacaste
TRX0025919,TAR008884,COM00001,2026-05-29 19:13:23,866696.81,929,APP,Limón
TRX0030842,TAR002350,COM01414,2025-03-02 05:07:07,79303.84,67,ATM,Guanacaste
TRX0013308,TAR002096,COM01191,2025-09-30 12:45:46,75155.40,79,APP,Heredia
TRX0025711,TAR002011,COM00078,2026-04-23 03:11:05,70698.92,64,POS,Limón
TRX0005256,TAR001572,COM00218,2025-02-23 08:28:49,17108.86,16,POS,Alajuela
TRX0033642,TAR006091,COM00967,2025-04-03 13:19:41,144962.06,153,POS,Guanacaste
TRX0016647,TAR000899,COM01414,2026-02-21 12:03:55,148610.39,121,ATM,Guanacaste
TRX0046599,TAR006861,COM00626,2026-04-09 12:57:33,1274.59,1,ATM,San José
TRX0023948,TAR008948,COM00028,2025-04-24 23:33:45,242349.19,268,WEB,Limón
TRX0047243,TAR001260,COM01360,2024-10-03 17:10:57,15339.90,18,WEB,Limón
TRX0014633,TAR000615,COM00103,2025-03-24 21:09:25,1847.05,2,ATM,Cartgago
TRX0032612,TAR008297,COM01085,2026-04-03 20:29:50,85643.46,93,APP,Cartago
TRX0009035,TAR004495,COM01297,2025-08-14 22:48:23,383852.77,382,WEB,Limón
TRX0022348,TAR005903,COM01484,2025-09-03 02:27:12,146539.00,149,POS,Guanacaste
TRX0031035,TAR001071,COM01448,2025-07-23 03:11:12,38255.99,31,POS,Limón
TRX0016453,TAR000547,COM01060,2026-04-30 07:04:09,28353.28,30,WEB, Limón
TRX0003302,TAR003991,COM00406,2026-06-06 16:33:30,372169.57,366,WEB,Cartgago
TRX0013577,TAR006004,COM00831,2025-11-20 10:05:33,463371.49,377,POS,Guanacaste
TRX0009338,TAR008272,COM00541,2024-12-21 17:40:16,1383797.71,1280,WEB,Limón
TRX0031400,TAR000076,COM00678,2024-07-15 16:24:35,75944.49,88,ATM,Guanacaste
TRX0033753,TAR002405,COM00501,2026-05-08 08:07:36,69884.80,59,POS,Cartgago
TRX0016893,TAR007714,COM00360,2025-03-22 23:11:31,117589.50,111,POS,Alajuela
TRX0047749,TAR008669,COM00495,2025-02-07 00:41:06,154976.66,159,POS,Guanacaste
TRX0040215,TAR008886,COM01095,2024-06-26 00:40:32,91497.99,102,POS,San José
TRX0027044,TAR005709,COM00339,2025-07-26 13:13:38,1985933.89,1695,APP,Puntarenas
TRX0002024,TAR003586,COM00411,2025-03-17 15:03:10,54360.85,65,WEB,Alajuela
TRX0037625,TAR003913,COM01329,2024-12-30 07:16:48,339329.21,274,ATM,Puntarenas
TRX0048960,TAR007887,COM00414,2025-04-08 12:40:18,30665.37,31,POS,Limón
TRX0010742,TAR003864,COM01131,2025-08-30 02:24:55,72386.23,61,WEB,Hereda
TRX0001434,TAR001135,COM01290,2025-09-03 20:34:17,89411.75,100,WEB,Heredia
TRX0046741,TAR006828,COM00261,2024-11-02 02:50:52,316434.99,307,POS,Limón
TRX0015694,TAR009629,COM00660,2024-07-30 21:12:15,38565.98,34,POS,Guanacaste
TRX0044267,TAR000239,COM01474,2026-03-25 06:42:23,1731518.30,2000,POS,Cartago
TRX0017782,TAR007695,COM00033,2025-04-21 20:11:20,67750.34,64,APP,Cartago
TRX0028304,TAR007116,COM00026,2026-03-24 08:44:55,43046.68,44,POS,Puntarenas
TRX0034254,TAR005020,COM00130,2025-09-27 12:57:17,45266.96,37,APP,Guanacaste
TRX0009926,TAR002493,COM00448,2026-04-30 07:01:21,531946.67,514,POS,Puntarenas
TRX0020851,TAR000686,COM00915,2025-04-28 22:08:26,28769.41,31,WEB,Guanacaste
TRX0038707,TAR002240,COM00209,2026-05-27 00:25:49,70492.83,66,WEB,Limón
TRX0004647,TAR006526,COM00029,2025-04-25 11:48:05,340458.95,274,POS,Heredia
TRX0016303,TAR006825,COM00208,2024-11-20 14:24:07,84410.88,82,POS,puntarenas
TRX0004086,TAR009929,COM00811,2024-07-04 00:15:01,248342.47,293,POS,Heredia
TRX0016663,TAR000982,COM00316,2026-04-12 12:47:09,61074.28,55,WEB,Limón
TRX0037857,TAR002524,COM00369,2026-02-20 10:14:51,341248.43,303,POS,San José
TRX0036463,TAR001412,COM00107,2026-06-06 10:59:48,111885.79,106,WEB,Alajuela
TRX0001365,TAR006115,COM00430,2025-02-05 14:10:16,41118.48,49,POS,Puntarenas
TRX0002121,TAR000663,COM00491,2026-05-08 02:37:20,170487.33,169,APP,San José
TRX0044430,TAR008032,COM00008,2026-05-26 21:28:56,405613.03,383,APP,Puntarenas
TRX0001668,TAR003972,COM01188,2025-06-12 10:21:16,124914.70,120,POS,Cartago
TRX0035633,TAR005407,COM00375,2024-09-25 02:46:48,129062.88,136,POS,Alajuela
TRX0034539,TAR004392,COM00848,2026-06-07 19:03:07,54921.44,62,APP,Alajuela
TRX0006039,TAR005863,COM00449,2025-09-08 15:38:43,74528.24,64,APP,Cartago
TRX0048478,TAR007983,COM01272,2026-01-15 08:15:04,59796.62,60,APP,San José
TRX0031263,TAR002312,COM01111,2025-08-16 07:50:49,79045.34,74,APP,Heredia
TRX0039659,TAR000258,COM00299,2025-10-29 02:37:41,56333.40,52,POS,Cartago
TRX0033124,TAR007050,COM00611,2025-12-21 02:59:14,43236.13,47,POS,San José
TRX0038634,TAR007771,COM00712,2026-01-14 10:43:12,388574.92,337,POS,Limón
TRX0047304,TAR000994,COM00438,2025-02-04 00:25:00,139297.08,127,ATM,Alajuela
TRX0007114,TAR008614,COM00612,2026-05-18 10:59:37,241148.19,265,APP,Hereda
TRX0005046,TAR007532,COM01029,2024-12-25 06:48:38,84706.03,77,ATM,Puntarenas
TRX0047503,TAR000244,COM00073,2026-05-03 05:08:41,37237.69,34,WEB,San José
TRX0031061,TAR009326,COM01344,2026-02-13 17:23:53,104263.83,103,APP,Guanacaste
TRX0013809,TAR006888,COM00694,2026-03-12 12:57:05,26241.35,27,APP,San José
TRX0022960,TAR003610,COM01378,2026-04-23 03:32:49,541810.34,457,POS,cartago
TRX0039851,TAR005693,COM00647,2026-01-02 00:53:29,181778.55,200,POS,Hereda
TRX0008917,TAR001941,COM00503,2026-01-23 22:42:49,85665.46,99,APP,Alajuela
TRX0027542,TAR000604,COM00385,2025-06-01 01:09:12,45428.24,53,ATM,Cartago
TRX0013245,TAR002366,COM00063,2025-03-03 21:06:29,49285.71,54,POS,Puntarenas
TRX0011679,TAR000802,COM00005,2026-01-12 06:36:29,95675.76,94,WEB,Guanacaste
TRX0009188,TAR002843,COM01170,2025-06-11 06:20:29,101055.74,118,POS,Heredia
TRX0029258,TAR004552,COM00985,2024-08-29 07:14:02,23500.94,25,APP,Cartago
TRX0037172,TAR000872,COM01175,2025-10-31 11:35:58,131115.79,135,POS,Cartago
TRX0012497,TAR004349,COM01406,2025-03-17 08:50:13,492004.84,492,POS,San José
TRX0039008,TAR007766,COM00752,2024-09-15 16:54:38,19804.13,21,POS,Puntarenas
TRX0034718,TAR002774,COM00564,2025-11-30 10:51:11,52537.37,56,POS,Puntarenas
TRX0025791,TAR006796,COM00052,2026-02-26 14:20:13,298499.80,301,APP,Hereda
TRX0022532,TAR009494,COM00035,2025-12-03 03:13:44,217758.48,258,APP,Limón
TRX0033744,TAR007841,COM00970,2026-04-27 12:23:47,74550.30,89,POS,Puntarenas
TRX0037327,TAR006055,COM00002,2025-01-16 22:09:25,175519.27,142,ATM,San José
TRX0008747,TAR004527,COM01412,2025-01-06 18:03:57,45806.27,49,APP,Heredia
TRX0021308,TAR007068,COM00300,2025-03-15 02:59:41,508527.57,567,POS,Hereda
TRX0023715,TAR005918,COM00797,2026-04-14 05:32:21,286709.52,240,POS,Limón
TRX0034449,TAR005333,COM01404,2025-04-16 10:28:43,396356.70,373,POS,Hereda
TRX0046505,TAR004182,COM00890,2025-08-10 04:41:46,67404.40,57,APP,Puntarenas
TRX0042061,TAR006839,COM01332,2025-07-24 13:01:38,34907.89,34,ATM,Heredia
TRX0033686,TAR004906,COM00105,2024-10-27 08:10:24,415512.90,491,ATM,Alajuela
TRX0032277,TAR000361,COM01295,2024-08-03 21:11:27,36900.06,40,WEB,Heredia
TRX0038536,TAR009530,COM01068,2026-06-07 07:42:49,100008.57,109,ATM,Alajuela
TRX0026649,TAR005664,COM00861,2024-12-02 01:10:21,47848.57,45,ATM,Cartgago
TRX0009423,TAR001977,COM01417,2025-09-24 19:46:48,99764.37,86,WEB,Guanacaste
TRX0027582,TAR005626,COM00508,2025-05-21 13:22:24,75590.66,62,POS,Heredia
TRX0049770,TAR007871,COM01269,2025-07-03 00:12:34,33928.58,36,ATM,Heredia
TRX0034130,TAR002443,COM00838,2026-04-16 17:07:56,254122.22,287,POS,Puntarenas
TRX0026974,TAR009979,COM01253,2024-09-18 02:47:12,80063.53,76,APP,Cartago
TRX0003060,TAR005291,COM00067,2026-04-12 16:35:25,72207.17,80,WEB, PUNTARENAS
TRX0036713,TAR006680,COM01255,2026-03-06 17:06:29,407361.53,473,WEB,Guanacaste
TRX0029225,TAR003476,COM00446,2024-11-17 05:55:32,70218.99,72,WEB,Limón
TRX0001985,TAR008812,COM00008,2026-05-13 15:41:21,86050.36,90,POS,Puntarenas
TRX0002241,TAR007869,COM00115,2026-01-23 00:45:08,53150.39,50,WEB,Alajuela
TRX0026161,TAR001492,COM00031,2026-01-03 06:07:55,45375.67,41,APP,Cartago
TRX0011228,TAR006172,COM00408,2025-02-02 16:56:18,122937.33,113,POS,Cartgago
TRX0039722,TAR008770,COM01393,2025-04-02 23:39:45,12570.50,12,POS,Guanacaste
TRX0034737,TAR008618,COM00502,2026-06-05 04:22:04,23197.34,19,ATM, Heredia
TRX0028303,TAR009381,COM00737,2024-09-03 15:03:33,692617.59,658,POS,Guanacaste
TRX0029849,TAR001717,COM00486,2024-08-02 12:47:10,61913.39,67,POS,Heredia
TRX0037533,TAR004602,COM00069,2025-01-07 14:36:54,6743.62,8,ATM,Cartago
TRX0022444,TAR003003,COM00649,2024-12-16 15:40:06,50466.00,57,POS,Cartago
TRX0037251,TAR008077,COM01171,2025-02-21 12:54:44,117267.67,105,POS,Limón
TRX0013293,TAR006336,COM00936,2025-11-09 11:26:36,90968.96,78,POS,Limón
TRX0003837,TAR003033,COM01077,2025-07-01 00:16:40,36486.63,42,APP,Limón
TRX0041782,TAR007123,COM00018,2024-08-17 14:23:42,276785.71,314,APP,Guanacaste
TRX0039987,TAR008549,COM01110,2025-07-27 00:26:11,90025.47,107,POS,Alajuela
TRX0031650,TAR001933,COM00605,2026-03-28 04:12:42,25000.35,28,POS,Puntarenas
TRX0002689,TAR007778,COM01235,2025-10-30 10:52:43,16199.00,15,POS,Limón
TRX0026791,TAR001458,COM01193,2025-10-12 00:11:08,258185.41,298,POS,Puntarenas
TRX0038402,TAR001482,COM01456,2026-06-05 04:11:23,59018.68,60,POS,Guanacaste
TRX0003808,TAR004975,COM00603,2024-12-09 09:56:18,29599.14,34,POS,Alajuela
TRX0042172,TAR000709,COM00150,2026-06-14 01:20:27,521898.43,479,APP,Hereda
TRX0015626,TAR006995,COM01456,2025-09-08 18:59:11,283291.93,298,ATM,Guanacaste
TRX0027035,TAR004017,COM00101,2025-06-12 09:24:10,186473.81,152,POS,Puntarenas
TRX0048594,TAR008946,COM00956,2026-05-10 16:43:54,250740.34,251,POS,Heredia
TRX0028528,TAR006203,COM00591,2025-10-25 02:56:25,327455.90,356,WEB,San José
TRX0026699,TAR001490,COM00651,2026-03-30 09:45:14,37511.72,36,WEB,Alajuela
TRX0028180,TAR005489,COM01283,2024-11-27 20:45:39,29732.88,34,APP,Puntarenas
TRX0009677,TAR006442,COM00348,2026-03-21 16:54:13,134594.66,144,POS,Puntarenas
TRX0018512,TAR007676,COM00798,2025-01-03 13:28:50,147181.33,134,POS,Puntarenas
TRX0038232,TAR004475,COM01483,2026-05-30 20:33:27,17167.70,20,APP,Heredia
TRX0021669,TAR006992,COM00141,2025-12-30 16:04:15,652732.58,558,WEB,Guanacaste
TRX0044071,TAR004241,COM00215,2025-03-01 19:22:34,15563.49,13,POS,Hereda
TRX0021488,TAR003922,COM00731,2025-08-18 20:43:57,142680.70,131,POS,Limón
TRX0004559,TAR009815,COM01313,2024-10-13 04:47:57,136112.66,127,WEB,Puntarenas
TRX0012076,TAR009682,COM01141,2025-12-03 15:03:04,386439.44,356,POS,Alajuela
TRX0023236,TAR004718,COM00739,2024-12-25 00:25:47,43475.30,36,ATM,San José
TRX0048189,TAR003348,COM01181,2026-04-03 16:30:18,140245.50,128,APP,Puntarenas
TRX0028094,TAR009000,COM00723,2024-08-31 11:50:00,58471.21,57,POS,Heredia
TRX0048966,TAR009853,COM01335,2025-07-13 23:47:49,7996.60,7,POS,Puntarenas
TRX0044269,TAR007087,COM00435,2026-04-30 13:34:20,172036.38,181,POS,Guanacaste
TRX0011468,TAR001875,COM01121,2025-10-10 04:45:53,116174.79,109,POS,Alajuela
TRX0021668,TAR004804,COM00732,2025-08-21 05:03:33,263880.70,219,POS,Puntarenas
TRX0024025,TAR009269,COM01211,2024-07-03 03:23:44,111156.58,106,APP,Alajuela
TRX0041140,TAR001098,COM00836,2024-09-19 10:42:28,2550039.02,2104,POS,Heredia
TRX0046520,TAR006837,COM00652,2025-04-30 03:30:22,75340.67,89,WEB,Puntarenas
TRX0019342,TAR008442,COM00663,2025-08-28 11:18:55,15625.35,14,POS,Alajuela
TRX0049577,TAR009993,COM00212,2024-07-21 07:43:28,11020.79,9,APP,Alajuela
TRX0048252,TAR005856,COM00812,2025-01-05 05:00:44,143831.31,154,APP,CARTAGO
TRX0005347,TAR003003,COM01493,2025-06-18 09:11:20,607576.79,670,POS,San José
TRX0039531,TAR001950,COM00019,2025-07-02 17:12:38,83854.75,74,APP,Cartago
TRX0001331,TAR001066,COM00306,2025-05-16 23:34:01,60771.97,60,POS, Cartgago
TRX0027660,TAR002415,COM00067,2024-07-24 01:39:23,398659.69,393,APP,PUNTARENAS
TRX0003229,TAR009579,COM00135,2025-04-20 07:27:48,232797.90,256,APP,Alajuela
TRX0045642,TAR003661,COM01094,2024-10-22 08:54:58,108603.62,116,WEB,Alajuela
TRX0005177,TAR008763,COM00876,2025-07-12 14:40:17,63192.62,75,POS,Guanacaste
TRX0012091,TAR005691,COM01047,2025-02-05 01:28:58,150836.13,131,POS,CARTAGO
TRX0022198,TAR004132,COM00742,2024-11-15 23:03:33,146136.36,118,WEB,San José
TRX0006711,TAR005105,COM01255,2025-12-18 16:21:36,22419.47,26,WEB,Guanacaste
TRX0029964,TAR007295,COM00656,2026-01-06 08:18:19,231752.89,188,APP,Guanacaste
TRX0033999,TAR009294,COM01351,2025-07-11 17:47:22,44671.28,40,APP,Guanacaste
TRX0010952,TAR001515,COM00138,2026-02-24 13:40:34,31961.19,28,POS,Limón
TRX0034818,TAR002900,COM01283,2026-02-04 14:45:28,111656.49,122,POS,Puntarenas
TRX0036029,TAR003488,COM00780,2024-08-06 18:06:59,63282.06,52,WEB,Guanacaste
TRX0048215,TAR003339,COM01197,2026-04-20 21:21:14,54188.66,63,ATM,Alajuela
TRX0032013,TAR007354,COM01321,2025-05-13 15:27:05,142652.26,134,ATM,Heredia
TRX0019441,TAR000339,COM00422,2025-03-14 11:19:14,12209.87,12,POS, Guanacaste
TRX0014943,TAR008362,COM00356,2024-09-10 05:46:16,38109.00,40,POS,Guanacaste
TRX0046864,TAR001888,COM01307,2025-11-18 19:32:54,111605.08,122,POS,Alajuela
TRX0026870,TAR008886,COM01148,2025-10-17 19:21:53,53137.98,59,POS,Alajuela
TRX0047731,TAR009622,COM01303,2025-10-21 11:16:22,476578.94,519,WEB,San José
TRX0004677,TAR008664,COM01410,2026-03-09 07:47:25,323495.83,385,WEB,Puntarenas
TRX0036139,TAR004191,COM00417,2024-12-31 20:19:49,46831.36,56,POS,Limón
TRX0011981,TAR004596,COM01128,2025-06-19 10:37:50,291663.25,349,POS,san josé
TRX0042308,TAR008495,COM01253,2024-12-04 17:30:44,378905.06,315,POS,Cartago
TRX0033308,TAR001001,COM01125,2024-12-05 23:18:48,48662.39,51,APP,Cartago
TRX0028760,TAR000562,COM00339,2025-03-15 23:19:04,28869.42,25,POS,Puntarenas
TRX0036581,TAR002497,COM00778,2026-01-05 07:25:18,83999.08,72,POS,Heredia
TRX0022755,TAR005710,COM00622,2025-06-16 11:37:54,39020.45,46,APP,Heredia
TRX0008385,TAR000685,COM00394,2025-10-27 23:31:25,84731.45,84,POS,Puntarenas
TRX0009790,TAR006359,COM00217,2026-02-23 11:36:50,10867.12,10,POS,Limón
TRX0047135,TAR007055,COM01087,2025-11-18 07:31:58,15489.07,13,POS,San José
TRX0030226,TAR005878,COM00416,2026-06-05 11:55:58,1632.22,2,WEB,Limón
TRX0015650,TAR005470,COM00190,2025-02-19 02:30:14,178517.05,206,WEB,Heredia
TRX0047689,TAR000164,COM00141,2025-11-01 20:22:06,89970.41,87,WEB,Guanacaste
TRX0024315,TAR006200,COM00188,2025-06-01 16:21:00,6278.47,7,POS,Cartgago
TRX0008558,TAR008214,COM01099,2026-01-10 16:20:29,45874.62,51,POS,Puntarenas
TRX0035612,TAR007939,COM00043,2024-12-24 19:50:18,1509288.15,1421,ATM,Puntarenas
TRX0026995,TAR005554,COM00150,2026-03-26 22:46:00,16594.78,15,APP,Hereda
TRX0012324,TAR008895,COM01490,2026-05-16 01:55:24,694080.74,829,POS,Guanacaste
TRX0048525,TAR009957,COM00069,2024-10-24 03:02:00,281366.25,241,POS,Cartago
TRX0022032,TAR009650,COM01226,2026-06-13 12:37:57,41140.03,49,ATM,Limón
TRX0010715,TAR002536,COM01317,2024-08-22 08:29:47,59147.90,68,APP,Alajuela
TRX0043890,TAR008933,COM00307,2024-09-28 03:57:33,29745.64,28,WEB,Guanacaste
TRX0030633,TAR003841,COM00444,2025-10-06 17:07:44,117631.47,118,ATM,Guanacaste
TRX0028831,TAR008798,COM00072,2026-03-20 04:12:14,2369077.54,2662,APP,Alajuela
TRX0026187,TAR006382,COM01370,2025-12-27 15:10:08,150611.46,173,ATM,Limón
TRX0018617,TAR004566,COM00077,2025-06-19 02:51:55,398986.29,341,WEB,Limón
TRX0012310,TAR002105,COM01097,2026-03-14 05:46:03,513140.54,465,ATM,Limón
TRX0036658,TAR002218,COM00355,2025-12-08 05:04:02,281929.74,253,WEB,Guanacaste
TRX0040682,TAR003465,COM01301,2026-02-13 17:36:28,32469.41,29,WEB,Puntarenas
TRX0034990,TAR005010,COM01362,2026-03-03 07:11:36,137851.70,136,WEB,Alajuela
TRX0024059,TAR002629,COM00068,2025-06-01 04:05:37,60597.81,70,WEB,San José
TRX0001571,TAR008002,COM00621,2025-07-04 10:43:23,377728.32,347,WEB,Alajuela
TRX0043148,TAR001598,COM00679,2025-10-04 19:36:39,11056.58,12,POS,San José
TRX0011044,TAR004627,COM00338,2024-12-20 06:06:43,1227.47,1,APP,San José
TRX0036129,TAR003335,COM00158,2026-02-05 15:50:12,98152.44,79,POS,Guanacaste
TRX0013603,TAR001236,COM00851,2025-03-06 21:05:49,178862.88,177,POS,Cartago
TRX0005260,TAR004020,COM00487,2024-07-20 22:48:21,144549.38,157,POS,Alajuela
TRX0047642,TAR009008,COM01393,2025-10-07 14:41:42,95677.29,106,ATM,Guanacaste
TRX0032032,TAR004265,COM00006,2025-08-31 22:56:33,99987.09,95,APP,San José
TRX0024143,TAR005259,COM01028,2025-10-29 22:55:50,281519.06,272,POS,San José
TRX0011394,TAR003349,COM00313,2024-12-17 17:16:44,342374.65,321,APP,Limón
TRX0049206,TAR009406,COM01473,2024-10-13 04:35:00,50010.11,48,POS,Cartago
TRX0036768,TAR009002,COM01445,2025-12-21 18:14:54,68555.98,57,ATM,Heredia
TRX0024570,TAR006081,COM00878,2025-02-08 03:33:38,88636.41,89,WEB,Puntarenas
TRX0022457,TAR005440,COM00657,2024-09-23 13:48:35,144392.57,124,POS,Limón
TRX0004032,TAR002922,COM01142,2025-01-08 20:24:56,50587.26,49,WEB,Heredia
TRX0009365,TAR000035,COM01402,2025-11-08 21:52:32,364347.64,334,POS,Heredia
TRX0038279,TAR002503,COM00120,2025-02-08 10:22:06,128635.78,119,POS,Alajuela
TRX0002304,TAR002108,COM01150,2025-12-17 04:54:13,180697.77,167,POS,Alajuela
TRX0036194,TAR007446,COM00810,2025-02-08 05:54:50,81440.67,88,APP,Limón
TRX0035172,TAR003371,COM01463,2024-09-07 12:47:54,127978.03,150,WEB,Limón
TRX0046096,TAR000211,COM00074,2024-11-13 22:28:47,158845.28,137,WEB,Puntarenas
TRX0027902,TAR009638,COM01116,2025-02-11 12:23:13,307396.46,285,POS,Guanacaste
TRX0049018,TAR007340,COM01347,2026-03-10 20:23:18,251393.51,227,POS,San José
TRX0021234,TAR009657,COM00079,2026-06-06 11:05:09,454620.38,391,WEB, Puntarenas
TRX0030314,TAR000398,COM00206,2025-06-10 08:21:28,91003.20,107,ATM,Cartago
TRX0025082,TAR000886,COM00868,2024-12-18 11:04:34,122614.18,146,WEB,San José
